"No. Pesanan","Status Pesanan","Alasan Pembatalan","Status Pembatalan/ Pengembalian","No. Resi","Opsi Pengiriman","Antar ke counter/ pick-up","Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan)","Waktu Pengiriman Diatur","Waktu Pesanan Dibuat","Waktu Pembayaran Dilakukan","Metode Pembayaran","SKU Induk","Nama Produk","Nomor Referensi SKU","Nama Variasi","Harga Awal","Harga Setelah Diskon","Jumlah","Returned quantity","Total Harga Produk","Total Diskon","Diskon Dari Penjual","Diskon Dari Shopee","Berat Produk","Jumlah Produk di Pesan","Total Berat","Voucher Ditanggung Penjual","Cashback Koin","Voucher Ditanggung Shopee","Paket Diskon","Paket Diskon (Diskon dari Shopee)","Paket Diskon (Diskon dari Penjual)","Potongan Koin Shopee","Diskon Kartu Kredit","Ongkos Kirim Dibayar oleh Pembeli","Estimasi Potongan Biaya Pengiriman","Ongkos Kirim Pengembalian Barang","Total Pembayaran","Perkiraan Ongkos Kirim","Catatan dari Pembeli","Catatan","Username (Pembeli)","Nama Penerima","No. Telepon","Alamat Pengiriman","Kota/Kabupaten","Provinsi","Waktu Pesanan Selesai"
"2410303W1K2UBP","Selesai","","","SICEPAT1438989621","Kargo","Pick-up","2024-11-01 19:19","2024-10-31 16:19","2024-10-30 18:59","2024-10-30 19:19","ShopeePay","CEL-007","Celana Kulot Wanita Formal Murah","CEL-007-Sage green-L","Sage green, L","82000","50300","3","0","150900","95100","5000","0","173","3","519","5000","0","0","0","0","0","0","0","0","15000","0","145900","15000","","","user_pu8hn8","Pembeli 8924","6287075713553","Jl. Mawar No. 66, RT 01/RW 09","Surabaya","Jawa Timur","2024-11-01 16:19"
"241005BVGYIHUI","Selesai","","","SPX0096570742","Hemat","Antar ke counter","2024-10-07 16:04","2024-10-06 22:04","2024-10-05 15:57","2024-10-05 16:04","ShopeePay","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Navy-S","Navy, S","139000","94200","5","0","471000","224000","0","0","279","5","1395","0","0","0","0","0","0","3646","0","0","30000","0","467354","30000","","","user_bn1hcd","Pembeli 4352","6281743937943","Jl. Mawar No. 21, RT 07/RW 05","Jakarta","DKI Jakarta","2024-10-10 22:04"
"240816ISDK0OKK","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Same Day","Antar ke counter","2024-08-18 03:23","","2024-08-16 03:17","","SPayLater","CEL-085","Celana Kulot Wanita Korean Style Murah","CEL-085-Coklat-All Size","Coklat, All Size","216000","162800","4","0","651200","212800","0","0","380","4","1520","0","0","0","0","0","0","0","0","0","30000","0","651200","30000","","","user_s1oqo0","Pembeli 5472","6284454806225","Jl. Mawar No. 95, RT 01/RW 09","Medan","Sumatera Utara",""
"241009OXHK7W2V","Selesai","","","JNT2045777542","Kargo","Pick-up","2024-10-11 18:33","2024-10-11 08:33","2024-10-09 16:48","2024-10-09 18:33","COD","ROK-083","Rok Mini Wanita Vintage Import","ROK-083-Sage green-All Size","Sage green, All Size","309000","283500","5","0","1417500","127500","5000","15000","159","5","795","5000","0","15000","0","0","0","0","0","0","25000","0","1397500","25000","","","user_7j3h2w","Pembeli 6487","6282070827188","Jl. Mawar No. 42, RT 06/RW 07","Bandung","Jawa Barat","2024-10-16 08:33"
"24010572LN26YQ","Selesai","","","SICEPAT2934959191","Same Day","Pick-up","2024-01-07 09:21","2024-01-07 08:21","2024-01-05 07:32","2024-01-05 09:21","SPayLater","CAR-073","Cardigan Wanita Slim Fit Murah","CAR-073-Beige-M","Beige, M","110000","78900","2","0","157800","62200","0","0","262","2","524","0","0","0","0","0","0","0","0","10000","0","0","167800","10000","","","user_z1bnzh","Pembeli 7777","6286698484994","Jl. Mawar No. 65, RT 04/RW 01","Yogyakarta","DI Yogyakarta","2024-01-09 08:21"
"2406045EICUUSY","Selesai","","","SICEPAT5508381376","Hemat","Pick-up","2024-06-06 04:01","2024-06-05 15:01","2024-06-04 02:37","2024-06-04 04:01","Transfer Bank","CEL-081","Celana Kulot Wanita Motif Bunga Murah","CEL-081-Dusty pink-All Size","Dusty pink, All Size","112000","96100","4","0","384400","63600","0","0","339","4","1356","0","0","0","0","0","0","0","0","5000","0","0","389400","5000","","","user_52gcf9","Pembeli 9357","6287147359955","Jl. Mawar No. 33, RT 08/RW 02","Makassar","Sulawesi Selatan","2024-06-08 15:01"
"240912NECJQ427","Dikirim","","","SICEPAT3128500211","Instant","Pick-up","2024-09-14 07:26","2024-09-13 16:26","2024-09-12 07:23","2024-09-12 07:26","COD","SWE-023","Sweater Wanita Rajut Bahan Adem","SWE-023-Mustard-All Size","Mustard, All Size","249000","160900","4","0","643600","352400","0","15000","379","4","1516","0","0","15000","0","0","0","3750","0","0","30000","0","624850","30000","","","user_ehdo70","Pembeli 9280","6289922452002","Jl. Mawar No. 63, RT 01/RW 01","Jakarta","DKI Jakarta",""
"240813IVPIDOOO","Selesai","","","JNT6084736012","Instant","Pick-up","2024-08-15 11:18","2024-08-15 01:18","2024-08-13 09:31","2024-08-13 11:18","Transfer Bank","KEM-064","Kemeja Wanita Vintage Bahan Adem","KEM-064-Coklat-S","Coklat, S","64000","53800","1","0","53800","10200","10000","0","322","1","322","10000","0","0","0","0","0","1044","0","5000","0","0","47756","5000","","","user_dtqm73","Pembeli 2806","6282919899052","Jl. Mawar No. 20, RT 01/RW 05","Surabaya","Jawa Timur","2024-08-18 01:18"
"240117QYHGI2G2","Selesai","","","SPX4993072334","Hemat","Pick-up","2024-01-19 19:22","2024-01-18 21:22","2024-01-17 18:59","2024-01-17 19:22","Kartu Kredit","BLO-006","Blouse Wanita Casual Elegan","BLO-006-Coklat-XL","Coklat, XL","204000","148900","4","0","595600","220400","0","0","221","4","884","0","0","0","0","0","0","0","0","30000","0","0","625600","30000","","","user_rpaqcc","Pembeli 3913","6289947400829","Jl. Mawar No. 67, RT 02/RW 07","Semarang","Jawa Tengah","2024-01-20 21:22"
"241022S2DVGONI","Selesai","","","JP6357798440","Hemat","Antar ke counter","2024-10-24 07:27","2024-10-23 09:27","2024-10-22 05:57","2024-10-22 07:27","COD","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Dusty pink-M","Dusty pink, M","34000","30600","1","0","30600","3400","10000","0","320","1","320","10000","0","0","0","0","0","2688","0","10000","0","0","27912","10000","","","user_wy0ufb","Pembeli 2127","6285573252188","Jl. Mawar No. 91, RT 05/RW 09","Tangerang","Banten","2024-10-27 09:27"
"240610NDNQBVR0","Selesai","","","JP3733480881","Instant","Antar ke counter","2024-06-12 19:52","2024-06-11 22:52","2024-06-10 19:26","2024-06-10 19:52","Kartu Kredit","ROK-029","Rok Mini Wanita Motif Bunga Bahan Adem","ROK-029-Maroon-XL","Maroon, XL","414000","388500","2","0","777000","51000","0","0","218","2","436","0","0","0","0","0","0","0","0","30000","0","0","807000","30000","","","user_g64ih6","Pembeli 8711","6285692400242","Jl. Mawar No. 83, RT 09/RW 06","Makassar","Sulawesi Selatan","2024-06-14 22:52"
"2409245AJGATXP","Selesai","","","SPX0796785765","Instant","Antar ke counter","2024-09-26 19:32","2024-09-26 19:32","2024-09-24 17:52","2024-09-24 19:32","COD","ROK-091","Rok Mini Wanita Basic Terbaru","ROK-091-Putih-XL","Putih, XL","270000","200900","4","0","803600","276400","5000","0","206","4","824","5000","0","0","0","0","0","0","0","0","25000","0","798600","25000","","","user_7539mh","Pembeli 7039","6283006112966","Jl. Mawar No. 85, RT 08/RW 07","Makassar","Sulawesi Selatan","2024-09-28 19:32"
"240910QRRBJVEN","Selesai","","","SICEPAT1610196379","Reguler","Antar ke counter","2024-09-12 11:47","2024-09-11 10:47","2024-09-10 10:14","2024-09-10 11:47","Kartu Kredit","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Navy-All Size","Navy, All Size","139000","90200","1","0","90200","48800","0","0","279","1","279","0","0","0","0","0","0","4458","0","0","20000","0","85742","20000","","","user_cqbhey","Pembeli 3753","6283265087010","Jl. Mawar No. 45, RT 09/RW 08","Jakarta","DKI Jakarta","2024-09-12 10:47"
"240220P050ORNE","Selesai","","","JP5467930423","Hemat","Antar ke counter","2024-02-22 08:22","2024-02-21 02:22","2024-02-20 06:29","2024-02-20 08:22","Kartu Kredit","SET-046","Setelan Wanita Vintage Bahan Adem","SET-046-Navy-All Size","Navy, All Size","151000","107200","5","0","536000","219000","0","0","221","5","1105","0","0","0","0","0","0","0","0","0","15000","0","536000","15000","","","user_7x202v","Pembeli 6762","6281192774393","Jl. Mawar No. 64, RT 06/RW 02","Yogyakarta","DI Yogyakarta","2024-02-26 02:22"
"240220NYHC1RHL","Selesai","","","SICEPAT7249463996","Same Day","Pick-up","2024-02-22 19:56","2024-02-21 14:56","2024-02-20 18:22","2024-02-20 19:56","Transfer Bank","ROK-083","Rok Mini Wanita Vintage Import","ROK-083-Lilac-L","Lilac, L","309000","270200","2","0","540400","77600","0","0","159","2","318","0","0","0","0","0","0","0","0","5000","0","0","545400","5000","","","user_cnjxen","Pembeli 9042","6289972387275","Jl. Mawar No. 54, RT 04/RW 04","Depok","Jawa Barat","2024-02-24 14:56"
"240601N1XL8YRR","Selesai","","","SICEPAT3281605254","Same Day","Antar ke counter","2024-06-03 19:05","2024-06-02 15:05","2024-06-01 17:57","2024-06-01 19:05","Transfer Bank","KEM-064","Kemeja Wanita Vintage Bahan Adem","KEM-064-Putih-S","Putih, S","64000","56600","2","0","113200","14800","0","15000","322","2","644","0","0","15000","0","0","0","1945","0","0","15000","0","96255","15000","","","user_ehpqp6","Pembeli 1132","6284406835874","Jl. Mawar No. 73, RT 05/RW 08","Surabaya","Jawa Timur","2024-06-06 15:05"
"241124TLO1I7XJ","Selesai","","","SICEPAT3013333560","Instant","Antar ke counter","2024-11-26 05:28","2024-11-24 22:28","2024-11-24 04:15","2024-11-24 05:28","SPayLater","KEM-063","Kemeja Wanita Korean Style Bahan Adem","KEM-063-Sage green-S","Sage green, S","71000","46200","2","0","92400","49600","0","0","367","2","734","0","0","0","0","0","0","2558","0","0","5000","0","89842","5000","","","user_x9gwhu","Pembeli 7667","6287596386342","Jl. Mawar No. 59, RT 01/RW 09","Makassar","Sulawesi Selatan","2024-11-27 22:28"
"241107X54K7YNK","Selesai","","","JP0147463819","Same Day","Antar ke counter","2024-11-09 10:09","2024-11-08 01:09","2024-11-07 09:55","2024-11-07 10:09","Kartu Kredit","ROK-013","Rok Midi Wanita Formal Terbaru","ROK-013-Lilac-S","Lilac, S","224000","173200","5","0","866000","254000","0","0","221","5","1105","0","0","0","0","0","0","0","0","0","10000","0","866000","10000","","","user_lswdlr","Pembeli 4090","6286581602725","Jl. Mawar No. 48, RT 07/RW 01","Yogyakarta","DI Yogyakarta","2024-11-09 01:09"
"240509OMCW00AG","Selesai","","","JNT4199832371","Hemat","Pick-up","2024-05-11 22:03","2024-05-11 06:03","2024-05-09 20:06","2024-05-09 22:03","COD","SWE-072","Sweater Wanita Casual Murah","SWE-072-Dusty pink-S","Dusty pink, S","65000","50600","1","0","50600","14400","10000","0","375","1","375","10000","0","0","0","0","0","4761","0","10000","0","0","45839","10000","","","user_rbxp2i","Pembeli 9609","6281330677052","Jl. Mawar No. 57, RT 06/RW 02","Makassar","Sulawesi Selatan","2024-05-13 06:03"
"240423G35XDKU6","Selesai","","","SICEPAT3059328593","Reguler","Antar ke counter","2024-04-25 02:17","2024-04-23 20:17","2024-04-23 00:55","2024-04-23 02:17","Kartu Kredit","CRO-024","Crop Top Wanita Slim Fit Import","CRO-024-Coklat-M","Coklat, M","100000","79800","3","0","239400","60600","0","0","280","3","840","0","0","0","0","0","0","0","0","25000","0","0","264400","25000","","","user_exdnrg","Pembeli 1975","6288318151218","Jl. Mawar No. 23, RT 05/RW 03","Makassar","Sulawesi Selatan","2024-04-24 20:17"
"240414Q7VIN5LV","Selesai","","","JNT1008963511","Reguler","Antar ke counter","2024-04-17 00:47","2024-04-15 19:47","2024-04-14 23:42","2024-04-15 00:47","COD","SET-052","Setelan Wanita Vintage Import","SET-052-Sage green-M","Sage green, M","128000","121300","1","0","121300","6700","0","0","198","1","198","0","0","0","0","0","0","1211","0","20000","0","0","140089","20000","","","user_zp9sso","Pembeli 5870","6283335427698","Jl. Mawar No. 89, RT 09/RW 03","Tangerang","Banten","2024-04-17 19:47"
"2402099L785FTP","Selesai","","","JNT9659911168","Kargo","Pick-up","2024-02-11 14:37","2024-02-11 04:37","2024-02-09 12:40","2024-02-09 14:37","ShopeePay","CRO-024","Crop Top Wanita Slim Fit Import","CRO-024-Hitam-All Size","Hitam, All Size","100000","84000","2","0","168000","32000","0","0","280","2","560","0","0","0","0","0","0","1749","0","0","25000","0","166251","25000","","","user_0f00jg","Pembeli 7439","6289940717965","Jl. Mawar No. 32, RT 03/RW 01","Medan","Sumatera Utara","2024-02-12 04:37"
"240116JPKC0XTY","Selesai","","","SICEPAT3319199674","Instant","Pick-up","2024-01-18 08:33","2024-01-18 00:33","2024-01-16 06:48","2024-01-16 08:33","ShopeePay","SET-090","Setelan Wanita Basic Import","SET-090-Navy-XL","Navy, XL","166000","140100","5","0","700500","129500","10000","0","190","5","950","10000","0","0","0","0","0","0","0","10000","0","0","700500","10000","","","user_ihb24a","Pembeli 9078","6285916195136","Jl. Mawar No. 60, RT 03/RW 06","Jakarta","DKI Jakarta","2024-01-22 00:33"
"240818SVUCCPUG","Dibatalkan","Salah pilih variasi","Dibatalkan oleh Pembeli","","Hemat","Antar ke counter","2024-08-20 12:27","","2024-08-18 12:04","","SPayLater","ROK-055","Rok Mini Wanita Korean Style Bahan Adem","ROK-055-Coklat-All Size","Coklat, All Size","37000","28000","2","0","56000","18000","0","15000","398","2","796","0","0","15000","0","0","0","0","0","25000","0","0","66000","25000","","","user_tpa50b","Pembeli 3959","6286292469699","Jl. Mawar No. 59, RT 04/RW 02","Surabaya","Jawa Timur",""
"2402016UMH4GBL","Selesai","","","JNT2773899040","Instant","Antar ke counter","2024-02-03 11:12","2024-02-02 11:12","2024-02-01 09:48","2024-02-01 11:12","Kartu Kredit","ROK-070","Rok Midi Wanita Korean Style Elegan","ROK-070-Dusty pink-All Size","Dusty pink, All Size","348000","296200","5","0","1481000","259000","10000","15000","294","5","1470","10000","0","15000","0","0","0","0","0","0","15000","0","1456000","15000","","","user_736mv3","Pembeli 5578","6288472590428","Jl. Mawar No. 36, RT 03/RW 03","Yogyakarta","DI Yogyakarta","2024-02-07 11:12"
"240127H3ESP553","Dikirim","","","JP5261790543","Same Day","Antar ke counter","2024-01-29 04:13","2024-01-28 10:13","2024-01-27 03:28","2024-01-27 04:13","Transfer Bank","DRE-086","Dress Wanita Slim Fit Import","DRE-086-Coklat-XL","Coklat, XL","379000","329600","3","0","988800","148200","5000","0","213","3","639","5000","0","0","0","0","0","0","0","0","15000","0","983800","15000","","","user_fjpz42","Pembeli 8636","6285113669542","Jl. Mawar No. 91, RT 04/RW 03","Bekasi","Jawa Barat",""
"240910SAZK8ZY7","Selesai","","","SPX3867831801","Hemat","Antar ke counter","2024-09-12 23:47","2024-09-12 23:47","2024-09-10 22:14","2024-09-10 23:47","Kartu Kredit","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Navy-M","Navy, M","34000","23300","4","0","93200","42800","0","0","320","4","1280","0","0","0","0","0","0","0","0","5000","0","0","98200","5000","","","user_o9bp12","Pembeli 5250","6281113159258","Jl. Mawar No. 31, RT 09/RW 02","Tangerang","Banten","2024-09-15 23:47"
"240220CWDEMM0U","Selesai","","","SPX3700059064","Same Day","Pick-up","2024-02-22 02:24","2024-02-21 22:24","2024-02-20 02:15","2024-02-20 02:24","SPayLater","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Coklat-M","Coklat, M","317000","216900","3","0","650700","300300","0","0","152","3","456","0","0","0","0","0","0","0","0","5000","0","0","655700","5000","","","user_j0lebn","Pembeli 1737","6284456544965","Jl. Mawar No. 38, RT 07/RW 01","Medan","Sumatera Utara","2024-02-25 22:24"
"240221X2BSIJEJ","Dikirim","","","SPX6129486103","Same Day","Pick-up","2024-02-23 17:14","2024-02-23 11:14","2024-02-21 17:07","2024-02-21 17:14","COD","ROK-099","Rok Mini Wanita Basic Bahan Adem","ROK-099-Putih-All Size","Putih, All Size","127000","85100","5","0","425500","209500","10000","15000","215","5","1075","10000","0","15000","0","0","0","0","0","0","30000","0","400500","30000","","","user_5hrxeh","Pembeli 9798","6289950817397","Jl. Mawar No. 74, RT 04/RW 08","Bekasi","Jawa Barat",""
"240512QYLBOS46","Selesai","","","SICEPAT9807472580","Reguler","Pick-up","2024-05-14 17:21","2024-05-14 13:21","2024-05-12 15:46","2024-05-12 17:21","Kartu Kredit","JAK-084","Jaket Wanita Polos Bahan Adem","JAK-084-Navy-L","Navy, L","105000","73000","1","0","73000","32000","5000","0","260","1","260","5000","0","0","0","0","0","4715","0","0","20000","0","63285","20000","","","user_wiofnk","Pembeli 6008","6283581063480","Jl. Mawar No. 99, RT 04/RW 03","Bandung","Jawa Barat","2024-05-19 13:21"
"240104OYNRY6K7","Selesai","","","SICEPAT9034616363","Same Day","Pick-up","2024-01-06 06:54","2024-01-04 21:54","2024-01-04 06:36","2024-01-04 06:54","ShopeePay","SET-096","Setelan Wanita Korean Style Terbaru","SET-096-Coklat-L","Coklat, L","163000","139600","1","0","139600","23400","0","0","195","1","195","0","0","0","0","0","0","0","0","0","20000","0","139600","20000","","","user_qfx7a1","Pembeli 6084","6285165699097","Jl. Mawar No. 16, RT 03/RW 05","Jakarta","DKI Jakarta","2024-01-07 21:54"
"240109XJ3Y1XC2","Selesai","","","SICEPAT4049147394","Reguler","Pick-up","2024-01-11 23:43","2024-01-11 06:43","2024-01-09 22:14","2024-01-09 23:43","ShopeePay","SWE-072","Sweater Wanita Casual Murah","SWE-072-Lilac-XL","Lilac, XL","65000","51100","1","0","51100","13900","0","0","375","1","375","0","0","0","0","0","0","0","0","0","20000","0","51100","20000","","","user_yxi1qe","Pembeli 7163","6288127098897","Jl. Mawar No. 99, RT 09/RW 08","Bekasi","Jawa Barat","2024-01-14 06:43"
"240329H4MNYK92","Selesai","","","SICEPAT4579528142","Kargo","Antar ke counter","2024-03-31 10:17","2024-03-30 04:17","2024-03-29 09:11","2024-03-29 10:17","ShopeePay","JAK-015","Jaket Wanita Formal Murah","JAK-015-Putih-M","Putih, M","389000","361500","5","0","1807500","137500","5000","0","389","5","1945","5000","0","0","0","0","0","0","0","10000","0","0","1812500","10000","","","user_seqv6r","Pembeli 1353","6286350371756","Jl. Mawar No. 31, RT 08/RW 05","Makassar","Sulawesi Selatan","2024-04-04 04:17"
"241030G9LF52P9","Dibatalkan","Waktu pengiriman terlalu lama","Dibatalkan oleh Pembeli","","Hemat","Antar ke counter","2024-11-01 18:39","","2024-10-30 17:10","","Kartu Kredit","CAR-017","Cardigan Wanita Casual Elegan","CAR-017-Sage green-S","Sage green, S","224000","144200","2","0","288400","159600","5000","0","219","2","438","5000","0","0","0","0","0","0","0","0","5000","0","283400","5000","","","user_46xaad","Pembeli 7586","6281875755962","Jl. Mawar No. 5, RT 06/RW 03","Bandung","Jawa Barat",""
"240404HTV3SY80","Dikirim","","","SPX5634149375","Reguler","Pick-up","2024-04-06 23:03","2024-04-06 10:03","2024-04-04 21:27","2024-04-04 23:03","Kartu Kredit","OUT-078","Outer Wanita Motif Bunga Murah","OUT-078-Dusty pink-L","Dusty pink, L","288000","199600","4","0","798400","353600","10000","0","275","4","1100","10000","0","0","0","0","0","0","0","15000","0","0","803400","15000","","","user_exntjw","Pembeli 6094","6285155325177","Jl. Mawar No. 24, RT 04/RW 03","Semarang","Jawa Tengah",""
"240901UJVBP3BA","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Kargo","Antar ke counter","2024-09-03 03:31","","2024-09-01 02:48","","COD","ROK-003","Rok Midi Wanita Formal Import","ROK-003-Sage green-S","Sage green, S","288000","180300","4","0","721200","430800","0","15000","304","4","1216","0","0","15000","0","0","0","0","0","0","20000","0","706200","20000","","","user_236mkz","Pembeli 9066","6287393732992","Jl. Mawar No. 33, RT 05/RW 05","Makassar","Sulawesi Selatan",""
"240808OEY6DRHY","Selesai","","","SPX3517488457","Reguler","Pick-up","2024-08-10 18:05","2024-08-10 14:05","2024-08-08 16:56","2024-08-08 18:05","Kartu Kredit","DRE-045","Dress Wanita Formal Terbaru","DRE-045-Dusty pink-XL","Dusty pink, XL","46000","43400","1","0","43400","2600","5000","0","370","1","370","5000","0","0","0","0","0","0","0","0","5000","0","38400","5000","","","user_pdpu94","Pembeli 4646","6286381045602","Jl. Mawar No. 4, RT 08/RW 03","Yogyakarta","DI Yogyakarta","2024-08-15 14:05"
"2410270R5Y52PD","Selesai","","","SPX3626652655","Hemat","Pick-up","2024-10-29 12:57","2024-10-28 13:57","2024-10-27 12:49","2024-10-27 12:57","COD","DRE-019","Dress Wanita Formal Terbaru","DRE-019-Maroon-All Size","Maroon, All Size","442000","331200","2","0","662400","221600","10000","0","230","2","460","10000","0","0","0","0","0","0","0","0","5000","0","652400","5000","","","user_7lz6zm","Pembeli 8477","6284761732432","Jl. Mawar No. 23, RT 08/RW 04","Medan","Sumatera Utara","2024-10-31 13:57"
"240329TVB1KWVG","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Instant","Antar ke counter","2024-03-31 18:49","","2024-03-29 18:32","","COD","ROK-035","Rok Mini Wanita Slim Fit Murah","ROK-035-Hitam-M","Hitam, M","152000","133100","2","0","266200","37800","10000","15000","164","2","328","10000","0","15000","0","0","0","0","0","20000","0","0","261200","20000","","","user_9k7mnc","Pembeli 7189","6285363292596","Jl. Mawar No. 1, RT 03/RW 03","Jakarta","DKI Jakarta",""
"241227NMI8MAUH","Selesai","","","SICEPAT7847163292","Same Day","Antar ke counter","2024-12-30 00:33","2024-12-28 20:33","2024-12-27 23:25","2024-12-28 00:33","SPayLater","CRO-024","Crop Top Wanita Slim Fit Import","CRO-024-Beige-XL","Beige, XL","100000","76800","2","0","153600","46400","5000","0","280","2","560","5000","0","0","0","0","0","0","0","0","5000","0","148600","5000","","","user_apfj6w","Pembeli 9551","6288865441365","Jl. Mawar No. 28, RT 08/RW 02","Surabaya","Jawa Timur","2025-01-01 20:33"
