"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Toko","2024-08-21","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Merah","12000","3","36000","Qris",""
"Live","2024-08-21","Peralatan Pemanas","[SCD] Kompor Listrik","Kecil","647500","5","3237500","Qris","083816349878"
"Live","2024-08-21","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","2L","58000","3","174000","Tf","085069779888"
"Toko","2024-08-22","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Silver","28000","2","56000","Cash",""
"Live","2024-08-22","Peralatan Baking","[NEW] Kuas Kue","500ml","245000","5","1225000","Qris","082881962647"
"Toko","2024-08-22","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Hitam","1496000","3","4488000","Tf",""
"Live","2024-08-22","Peralatan Baking","[NEW] Rolling Pin","Kayu","250000","5","1250000","Qris","081473490866"
"Toko","2024-08-23","Peralatan Penyajian","[NEW] Mangkuk Saji","1.5L","11000","2","22000","Tf",""
"Toko","2024-08-23","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Stainless","1005000","2","2010000","Tf",""
"Toko","2024-08-23","Peralatan Minum","[NEW] Termos","Putih","55000","3","165000","Tf",""
"Toko","2024-08-24","Peralatan Persiapan Bahan","[NEW] Cobek","Putih","23000","1","23000","Qris",""
"Live","2024-08-24","Peralatan Baking","[NEW] Loyang Kue","1.5L","232000","4","928000","Tf","087366070132"
"Live","2024-08-25","Peralatan Pemanas","[NEW] Oven","1L","237000","2","474000","Qris","083316219522"
"Live","2024-08-25","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Merah","42000","5","210000","Tf","085989465139"
"Toko","2024-08-25","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Silver","93000","2","186000","Tf",""
"Live","2024-08-25","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","250ml","8500","1","8500","Tf","087689153006"
"Live","2024-08-25","Peralatan Pendingin","[NEW] Cooler Bag","Plastik","10000","4","40000","Qris","082891439710"
"Toko","2024-08-25","Peralatan Pengukuran","[NEW] Sendok Takar","Kecil","80000","4","320000","Cash",""
"Toko","2024-08-25","Peralatan Elektronik Dapur Kecil","[PRV] Mixer","2L","626500","1","626500","Qris",""
"Live","2024-08-26","Peralatan Khusus / Unik","[NEW] Cetakan Bento","Hitam","62000","5","310000","Tf","082728786979"
"Toko","2024-08-26","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Sedang","57000","2","114000","Cash",""
"Toko","2024-08-26","Peralatan Persiapan Bahan","[NEW] Talenan","1L","37000","2","74000","Cash",""
"Live","2024-08-27","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Besar","43000","4","172000","Qris","086165043105"
"Live","2024-08-27","Peralatan Minum","[NEW] Gelas Kaca","Putih","16000","2","32000","Qris","082395309570"
"Toko","2024-08-27","Peralatan Pemanas","[NEW] Kompor Gas","Hitam","169000","5","845000","Cash",""
"Live","2024-08-27","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Sedang","12000","5","60000","Tf","085500654645"
"Live","2024-08-27","Peralatan Pengukuran","[NEW] Gelas Ukur","2L","87000","4","348000","Tf","083641600302"
"Toko","2024-08-27","Peralatan Pemanas","[NEW] Microwave","250ml","312000","5","1560000","Qris",""
"Toko","2024-08-27","Peralatan Pengukuran","[NEW] Gelas Ukur","250ml","14000","3","42000","Tf",""
"Live","2024-08-27","Peralatan Minum","[NEW] Mug Keramik","Sedang","38000","4","152000","Qris","089069559235"
"Toko","2024-08-27","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","1L","24000","5","120000","Tf",""
"Toko","2024-08-27","Peralatan Pengaduk & Pencampur","[NEW] Spatula","Putih","53000","5","265000","Qris",""
"Toko","2024-08-27","Peralatan Penyajian","[PRV] Nampan","Kayu","7500","1","7500","Qris",""
"Toko","2024-08-27","Peralatan Penyajian","[SCD] Piring Saji","1.5L","31000","1","31000","Tf",""
"Live","2024-08-27","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","1.5L","67000","3","201000","Tf","085192387951"
"Live","2024-08-28","Peralatan Persiapan Bahan","[NEW] Cobek","Kayu","99000","3","297000","Tf","083438259745"
"Toko","2024-08-28","Peralatan Elektronik Dapur Kecil","[NEW] Blender","1.5L","1223000","1","1223000","Qris",""
"Live","2024-08-28","Peralatan Pengaduk & Pencampur","[NEW] Spatula","Silver","86000","1","86000","Qris","085634352409"
"Toko","2024-08-28","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Biru","37000","2","74000","Qris",""
"Live","2024-08-28","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","500ml","46000","4","184000","Qris","083012246428"
"Toko","2024-08-28","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Merah","45000","5","225000","Tf",""
"Toko","2024-08-28","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Merah","21000","5","105000","Cash",""
"Live","2024-08-28","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Hitam","34000","4","136000","Tf","089318083379"
"Live","2024-08-28","Peralatan Penyimpanan Makanan","[NEW] Food Container","1.5L","84000","2","168000","Qris","085432843888"
"Live","2024-08-28","Peralatan Pengaduk & Pencampur","[SCD] Centong","Putih","8500","3","25500","Qris","081364635705"
"Toko","2024-08-28","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Biru","67000","3","201000","Tf",""
"Toko","2024-08-28","Peralatan Persiapan Bahan","[NEW] Baskom","Silver","61000","3","183000","Qris",""
"Live","2024-08-29","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Silver","11000","1","11000","Tf","087937606522"
"Toko","2024-08-29","Peralatan Pengukuran","[SCD] Timbangan Dapur","1L","37500","2","75000","Cash",""
"Toko","2024-08-29","Peralatan Minum","[NEW] Teko Air","Biru","29000","2","58000","Cash",""
"Toko","2024-08-29","Peralatan Memasak Utama","[NEW] Presto","Putih","212000","1","212000","Tf",""
"Live","2024-08-29","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","1L","42000","1","42000","Tf","083012242459"
"Live","2024-08-29","Peralatan Pendingin","[PRV] Ice Box","500ml","59000","1","59000","Qris","089102708634"
"Toko","2024-08-29","Peralatan Persiapan Bahan","[NEW] Baskom","Sedang","49000","5","245000","Tf",""
"Live","2024-08-29","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","250ml","55000","4","220000","Tf","083562481037"
"Live","2024-08-29","Peralatan Penyajian","[SCD] Piring Kaca","Plastik","20000","3","60000","Tf","085966116207"
"Toko","2024-08-29","Peralatan Minum","[PRV] Termos","250ml","56500","2","113000","Qris",""
"Toko","2024-08-29","Peralatan Minum","[SCD] Termos","1.5L","31500","5","157500","Tf",""
"Toko","2024-08-29","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Plastik","20000","2","40000","Qris",""
"Live","2024-08-29","Peralatan Baking","[NEW] Loyang Kue","Hitam","75000","1","75000","Qris","089224781774"
"Toko","2024-08-30","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","500ml","15500","1","15500","Qris",""
"Toko","2024-08-30","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","1L","23500","4","94000","Tf",""
"Live","2024-08-30","Peralatan Pemanas","[NEW] Microwave","1L","563000","5","2815000","Tf","083163635140"
"Live","2024-08-30","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","500ml","78000","2","156000","Tf","089402922253"
"Live","2024-08-30","Peralatan Pemanas","[NEW] Kompor Listrik","Stainless","212000","2","424000","Tf","083204948702"
"Live","2024-08-30","Peralatan Penyimpanan Makanan","[SCD] Food Container","1.5L","37000","5","185000","Qris","083413478969"
"Live","2024-08-30","Peralatan Penyajian","[NEW] Piring Saji","Silver","57000","3","171000","Tf","083627647097"
"Live","2024-08-30","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","5L","81000","2","162000","Tf","082480349690"
"Toko","2024-08-30","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","250ml","42500","1","42500","Cash",""
"Live","2024-08-30","Peralatan Baking","[NEW] Kuas Kue","Biru","159000","3","477000","Qris","087745682809"
"Toko","2024-08-30","Peralatan Penyimpanan Makanan","[NEW] Food Container","Kayu","77000","3","231000","Qris",""
"Live","2024-08-30","Peralatan Persiapan Bahan","[NEW] Baskom","Kayu","67000","4","268000","Tf","082125817221"
"Live","2024-08-30","Peralatan Pengukuran","[SCD] Gelas Ukur","Merah","28000","1","28000","Qris","087693236683"
"Toko","2024-08-31","Peralatan Pengaduk & Pencampur","[SCD] Sendok Sayur","250ml","10000","5","50000","Qris",""
"Toko","2024-08-31","Peralatan Baking","[NEW] Kuas Kue","Kecil","264000","5","1320000","Tf",""
"Live","2024-08-31","Peralatan Penyimpanan Makanan","[PRV] Rak Bumbu","2L","63000","5","315000","Tf","083191693519"
"Live","2024-08-31","Peralatan Pemanas","[NEW] Microwave","1L","336000","3","1008000","Tf","081557670771"
"Toko","2024-08-31","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Besar","24500","4","98000","Tf",""
"Live","2024-08-31","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","5L","49000","3","147000","Qris","082141037598"
"Toko","2024-08-31","Peralatan Khusus / Unik","[SCD] Cetakan Bento","1.5L","26500","2","53000","Tf",""
"Toko","2024-08-31","Peralatan Memasak Utama","[NEW] Presto","2L","236000","5","1180000","Cash",""
"Toko","2024-08-31","Peralatan Elektronik Dapur Kecil","[SCD] Blender","Merah","173000","1","173000","Qris",""
"Live","2024-08-31","Peralatan Persiapan Bahan","[SCD] Mangkuk Adonan","5L","29000","4","116000","Tf","086128629160"
"Live","2024-08-31","Peralatan Pendingin","[PRV] Cetakan Es Batu","Stainless","63000","3","189000","Tf","088423317889"
"Toko","2024-08-31","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","250ml","98000","1","98000","Tf",""
"Toko","2024-08-31","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Sedang","51000","3","153000","Tf",""
"Toko","2024-08-31","Peralatan Penyimpanan Makanan","[NEW] Food Container","5L","70000","1","70000","Cash",""
"Live","2024-08-31","Peralatan Pendingin","[SCD] Cetakan Es Batu","2L","26000","3","78000","Tf","082736797187"
"Live","2024-08-31","Peralatan Pemanas","[SCD] Kompor Gas","Biru","631500","2","1263000","Qris","081441736985"
"Toko","2024-08-31","Peralatan Pengukuran","[SCD] Gelas Ukur","Hitam","7500","4","30000","Qris",""
"Live","2024-09-01","Peralatan Minum","[NEW] Gelas Kaca","Silver","59000","3","177000","Qris","085017330578"
"Toko","2024-09-02","Peralatan Minum","[NEW] Mug Keramik","Kayu","34000","4","136000","Tf",""
"Live","2024-09-03","Peralatan Baking","[NEW] Cetakan Muffin","Merah","224000","5","1120000","Tf","085917711786"
"Live","2024-09-03","Peralatan Memasak Utama","[PRV] Presto","Kecil","45500","1","45500","Qris","084102645384"
"Live","2024-09-03","Peralatan Memasak Utama","[SCD] Presto","Kecil","29500","4","118000","Tf","084499238826"
"Toko","2024-09-03","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","2L","1285000","3","3855000","Qris",""
"Live","2024-09-03","Peralatan Pengaduk & Pencampur","[NEW] Centong","Kayu","79000","5","395000","Qris","084727155692"
"Live","2024-09-03","Peralatan Pendingin","[NEW] Cetakan Es Batu","500ml","55000","3","165000","Tf","084512775037"
"Live","2024-09-03","Peralatan Pemanas","[PRV] Kompor Listrik","5L","670500","1","670500","Tf","082434324590"
"Live","2024-09-05","Peralatan Pemanas","[SCD] Oven","Plastik","240500","1","240500","Qris","082319185816"
"Toko","2024-09-06","Peralatan Pendingin","[SCD] Cooler Bag","Plastik","36500","3","109500","Cash",""
"Toko","2024-09-06","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Kayu","83000","5","415000","Qris",""
"Live","2024-09-06","Peralatan Memasak Utama","[NEW] Wajan","Kayu","213000","4","852000","Tf","082109232268"
"Toko","2024-09-07","Peralatan Penyajian","[PRV] Mangkuk Saji","2L","20500","5","102500","Tf",""
"Toko","2024-09-07","Peralatan Baking","[NEW] Rolling Pin","2L","223000","4","892000","Cash",""
"Live","2024-09-07","Peralatan Memasak Utama","[NEW] Panci","1.5L","159000","4","636000","Qris","087623797153"
"Live","2024-09-07","Peralatan Baking","[PRV] Loyang Kue","5L","70000","1","70000","Tf","089381509847"
"Toko","2024-09-08","Peralatan Penyimpanan Makanan","[SCD] Rak Bumbu","500ml","40500","4","162000","Cash",""
"Toko","2024-09-08","Peralatan Pemanas","[SCD] Kompor Listrik","Sedang","709000","1","709000","Cash",""
"Live","2024-09-08","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","1.5L","69000","2","138000","Qris","089897796258"
"Live","2024-09-09","Peralatan Penyaring & Peniris","[PRV] Keranjang Cuci Sayur","Sedang","38000","1","38000","Qris","085272842475"
"Toko","2024-09-09","Peralatan Penyajian","[SCD] Piring Saji","Besar","6000","4","24000","Qris",""
"Toko","2024-09-09","Peralatan Memasak Utama","[NEW] Presto","Silver","256000","1","256000","Qris",""
"Toko","2024-09-09","Peralatan Persiapan Bahan","[NEW] Talenan","Stainless","35000","5","175000","Tf",""
"Live","2024-09-09","Peralatan Pengukuran","[SCD] Gelas Ukur","Plastik","15500","2","31000","Tf","084582525673"
"Live","2024-09-09","Peralatan Pengukuran","[NEW] Sendok Takar","5L","50000","1","50000","Tf","083360998940"
"Toko","2024-09-09","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Kayu","24000","5","120000","Cash",""
"Toko","2024-09-09","Peralatan Baking","[PRV] Kuas Kue","Kecil","126000","2","252000","Qris",""
"Live","2024-09-09","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","2L","28000","2","56000","Tf","081206987454"
"Live","2024-09-09","Peralatan Penyajian","[PRV] Nampan","250ml","59000","4","236000","Qris","087126570526"
"Live","2024-09-09","Peralatan Persiapan Bahan","[NEW] Cobek","Silver","70000","4","280000","Tf","086736019694"
"Live","2024-09-09","Peralatan Pengaduk & Pencampur","[SCD] Sendok Sayur","250ml","40000","4","160000","Qris","088737651906"
"Live","2024-09-09","Peralatan Minum","[NEW] Gelas Kaca","Besar","30000","1","30000","Tf","082765147634"
"Live","2024-09-09","Peralatan Persiapan Bahan","[SCD] Cobek","Merah","20500","4","82000","Tf","086890124167"
"Toko","2024-09-10","Peralatan Minum","[NEW] Teko Air","Hitam","32000","2","64000","Tf",""
"Toko","2024-09-10","Peralatan Memasak Utama","[NEW] Presto","Stainless","224000","4","896000","Tf",""
"Toko","2024-09-10","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Besar","82000","2","164000","Qris",""
"Toko","2024-09-10","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","250ml","100000","4","400000","Qris",""
"Toko","2024-09-12","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Kecil","99000","3","297000","Tf",""
"Toko","2024-09-12","Peralatan Memasak Utama","[NEW] Panci","Plastik","262000","5","1310000","Qris",""
"Toko","2024-09-12","Peralatan Khusus / Unik","[NEW] Cetakan Bento","Silver","98000","2","196000","Cash",""
"Toko","2024-09-13","Peralatan Khusus / Unik","[PRV] Pengupas Nanas","500ml","27500","3","82500","Qris",""
"Live","2024-09-14","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Putih","58000","5","290000","Tf","081430280551"
"Live","2024-09-15","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","1.5L","57000","5","285000","Qris","082979489423"
"Live","2024-09-15","Peralatan Penyimpanan Makanan","[NEW] Food Container","5L","36000","3","108000","Qris","084657974265"
"Toko","2024-09-15","Peralatan Penyajian","[NEW] Nampan","Silver","52000","2","104000","Tf",""
"Toko","2024-09-15","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","Merah","10000","1","10000","Cash",""
"Live","2024-09-16","Peralatan Pendingin","[NEW] Cooler Bag","Silver","63000","4","252000","Qris","084943634684"
"Toko","2024-09-16","Peralatan Penyajian","[NEW] Piring Saji","5L","73000","2","146000","Cash",""
"Live","2024-09-17","Peralatan Penyimpanan Makanan","[PRV] Kotak Makan Plastik","Plastik","8500","2","17000","Tf","081808550115"
"Toko","2024-09-17","Peralatan Pengukuran","[NEW] Timbangan Dapur","Kayu","54000","1","54000","Tf",""
"Toko","2024-09-17","Peralatan Memasak Utama","[SCD] Wajan","Kecil","107000","1","107000","Cash",""
"Live","2024-09-19","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Biru","82000","5","410000","Tf","089068448233"
"Toko","2024-09-20","Peralatan Persiapan Bahan","[PRV] Cobek","Kecil","10500","5","52500","Cash",""
"Live","2024-09-20","Peralatan Memasak Utama","[SCD] Presto","Sedang","86000","4","344000","Tf","085041564875"
"Toko","2024-09-20","Peralatan Memasak Utama","[NEW] Panci","5L","231000","3","693000","Tf",""
"Toko","2024-09-20","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Merah","59000","4","236000","Qris",""
"Toko","2024-09-21","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Silver","69000","4","276000","Qris",""
"Toko","2024-09-21","Peralatan Minum","[SCD] Teko Air","250ml","9000","3","27000","Qris",""
"Live","2024-09-21","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","Putih","25500","3","76500","Tf","087317715325"
"Toko","2024-09-21","Peralatan Baking","[SCD] Cetakan Muffin","Merah","85500","4","342000","Cash",""
"Live","2024-09-21","Peralatan Memasak Utama","[NEW] Wajan","Stainless","119000","3","357000","Tf","081635543468"
"Live","2024-09-22","Peralatan Pengaduk & Pencampur","[NEW] Centong","Plastik","100000","2","200000","Qris","084097527622"
"Live","2024-09-22","Peralatan Pendingin","[NEW] Ice Box","Kayu","72000","1","72000","Tf","082927278961"
"Toko","2024-09-22","Peralatan Pengaduk & Pencampur","[PRV] Sendok Sayur","Sedang","13500","5","67500","Qris",""
"Live","2024-09-23","Peralatan Persiapan Bahan","[SCD] Baskom","Putih","21000","4","84000","Qris","083228731880"
"Live","2024-09-23","Peralatan Pengaduk & Pencampur","[NEW] Spatula","Sedang","83000","2","166000","Qris","089317505404"
"Live","2024-09-24","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","1L","13000","5","65000","Qris","088238614874"
"Toko","2024-09-24","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","Putih","13000","4","52000","Qris",""
"Toko","2024-09-24","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","2L","18000","5","90000","Qris",""
"Live","2024-09-24","Peralatan Kebersihan Dapur","[SCD] Sikat Panci","2L","22500","3","67500","Tf","085895864999"
"Toko","2024-09-25","Peralatan Penyajian","[NEW] Piring Saji","Biru","23000","1","23000","Tf",""
"Toko","2024-09-25","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Biru","67000","1","67000","Cash",""
"Live","2024-09-25","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","Plastik","66000","5","330000","Tf","085755602801"
"Live","2024-09-25","Peralatan Pengukuran","[NEW] Sendok Takar","Plastik","78000","3","234000","Tf","087355607504"
"Live","2024-09-25","Peralatan Memasak Utama","[SCD] Presto","Besar","136500","2","273000","Qris","089690797674"
"Toko","2024-09-25","Peralatan Khusus / Unik","[SCD] Pengupas Nanas","Silver","6500","5","32500","Cash",""
"Live","2024-09-25","Peralatan Pendingin","[PRV] Cooler Bag","Besar","12500","5","62500","Tf","086631311719"
"Live","2024-09-25","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","5L","13000","3","39000","Tf","086699720173"
"Toko","2024-09-25","Peralatan Penyajian","[PRV] Nampan","Stainless","7500","1","7500","Cash",""
"Live","2024-09-26","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","5L","13000","5","65000","Tf","081774576591"
"Live","2024-09-26","Peralatan Pemanas","[PRV] Microwave","Merah","518000","4","2072000","Qris","081182747380"
"Live","2024-09-26","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Sedang","60000","3","180000","Tf","086504949362"
